Starting linear evaluation...
Epoch [  1/100] | LR: 0.099975 | Train Loss: 3.2524 | Val Loss: 3.6430 | Val Acc: 27.85%
Epoch [ 71/100] | LR: 0.019355 | Train Loss: 1.8023 | Val Loss: 1.8361 | Val Acc: 37.37%
Epoch [ 72/100] | LR: 0.018129 | Train Loss: 1.7968 | Val Loss: 1.7399 | Val Acc: 39.20%
Epoch [ 73/100] | LR: 0.016934 | Train Loss: 1.7866 | Val Loss: 1.8407 | Val Acc: 36.71%
Epoch [ 74/100] | LR: 0.015773 | Train Loss: 1.7845 | Val Loss: 1.7630 | Val Acc: 37.65%
Epoch [ 75/100] | LR: 0.014645 | Train Loss: 1.7838 | Val Loss: 1.7484 | Val Acc: 37.44%
Epoch [ 76/100] | LR: 0.013552 | Train Loss: 1.7727 | Val Loss: 1.8333 | Val Acc: 36.72%
Epoch [ 77/100] | LR: 0.012494 | Train Loss: 1.7630 | Val Loss: 1.8071 | Val Acc: 36.45%
Epoch [ 78/100] | LR: 0.011474 | Train Loss: 1.7521 | Val Loss: 1.7508 | Val Acc: 37.10%
Epoch [ 79/100] | LR: 0.010492 | Train Loss: 1.7521 | Val Loss: 1.7884 | Val Acc: 36.88%
Epoch [ 80/100] | LR: 0.009549 | Train Loss: 1.7499 | Val Loss: 1.7075 | Val Acc: 38.90%
Epoch [ 81/100] | LR: 0.008646 | Train Loss: 1.7361 | Val Loss: 1.7129 | Val Acc: 39.47%
Epoch [ 82/100] | LR: 0.007784 | Train Loss: 1.7280 | Val Loss: 1.7470 | Val Acc: 37.08%
Epoch [ 83/100] | LR: 0.006963 | Train Loss: 1.7272 | Val Loss: 1.6973 | Val Acc: 38.99%
Epoch [ 84/100] | LR: 0.006185 | Train Loss: 1.7215 | Val Loss: 1.7316 | Val Acc: 37.92%
Epoch [ 85/100] | LR: 0.005450 | Train Loss: 1.7141 | Val Loss: 1.7032 | Val Acc: 39.19%
Epoch [ 86/100] | LR: 0.004759 | Train Loss: 1.7169 | Val Loss: 1.7316 | Val Acc: 38.94%
Epoch [ 87/100] | LR: 0.004112 | Train Loss: 1.7122 | Val Loss: 1.6998 | Val Acc: 39.77%
Epoch [ 88/100] | LR: 0.003511 | Train Loss: 1.7055 | Val Loss: 1.6889 | Val Acc: 40.05%
Epoch [ 89/100] | LR: 0.002956 | Train Loss: 1.7038 | Val Loss: 1.6935 | Val Acc: 39.78%
Epoch [ 90/100] | LR: 0.002447 | Train Loss: 1.7043 | Val Loss: 1.6947 | Val Acc: 39.51%
Epoch [ 91/100] | LR: 0.001985 | Train Loss: 1.7048 | Val Loss: 1.6924 | Val Acc: 39.29%
Epoch [ 92/100] | LR: 0.001571 | Train Loss: 1.6999 | Val Loss: 1.6835 | Val Acc: 39.99%
Epoch [ 93/100] | LR: 0.001204 | Train Loss: 1.6974 | Val Loss: 1.6827 | Val Acc: 40.03%
Epoch [ 94/100] | LR: 0.000886 | Train Loss: 1.6919 | Val Loss: 1.6808 | Val Acc: 40.23%
Epoch [ 95/100] | LR: 0.000616 | Train Loss: 1.6917 | Val Loss: 1.6901 | Val Acc: 39.70%
Epoch [ 96/100] | LR: 0.000394 | Train Loss: 1.6963 | Val Loss: 1.6793 | Val Acc: 40.22%
Epoch [ 97/100] | LR: 0.000222 | Train Loss: 1.6921 | Val Loss: 1.6845 | Val Acc: 39.79%
Epoch [ 98/100] | LR: 0.000099 | Train Loss: 1.6922 | Val Loss: 1.6808 | Val Acc: 40.12%
Epoch [ 99/100] | LR: 0.000025 | Train Loss: 1.6888 | Val Loss: 1.6790 | Val Acc: 40.18%
Epoch [100/100] | LR: 0.000000 | Train Loss: 1.6889 | Val Loss: 1.6793 | Val Acc: 40.21%

============================================================
Training Complete!
============================================================
Best Validation Accuracy:  40.23%
Final Validation Metrics:
Traceback (most recent call last):
  File "/mnt/disk4/baodq/Self-Supervised-Learning-comparisons/train_lightly/model/downstream_projector.py", line 244, in <module>
    print(f"  {k}: {v:. 4f}")
ValueError: Format specifier missing precision
