Starting linear evaluation...
Epoch [  1/200] | LR: 0.299981 | Train Loss: 22.8083 | Val Loss: 32.1481 | Val Acc: 22.76%
Epoch [ 99/200] | LR: 0.152356 | Train Loss: 8.2529 | Val Loss: 11.4968 | Val Acc: 24.68%
Epoch [100/200] | LR: 0.150000 | Train Loss: 8.7161 | Val Loss: 6.1716 | Val Acc: 30.91%
Epoch [101/200] | LR: 0.147644 | Train Loss: 8.9661 | Val Loss: 10.6053 | Val Acc: 25.60%
Epoch [102/200] | LR: 0.145288 | Train Loss: 8.6661 | Val Loss: 11.4137 | Val Acc: 28.51%
Epoch [103/200] | LR: 0.142934 | Train Loss: 8.8380 | Val Loss: 13.6259 | Val Acc: 28.28%
Epoch [104/200] | LR: 0.140581 | Train Loss: 8.7776 | Val Loss: 7.0627 | Val Acc: 28.50%
Epoch [105/200] | LR: 0.138231 | Train Loss: 8.0477 | Val Loss: 8.2270 | Val Acc: 22.35%
Epoch [106/200] | LR: 0.135884 | Train Loss: 7.7512 | Val Loss: 5.7133 | Val Acc: 28.58%
Epoch [107/200] | LR: 0.133540 | Train Loss: 7.4640 | Val Loss: 10.0019 | Val Acc: 26.54%
Epoch [108/200] | LR: 0.131200 | Train Loss: 8.3330 | Val Loss: 5.5517 | Val Acc: 24.59%
Epoch [109/200] | LR: 0.128865 | Train Loss: 7.8335 | Val Loss: 5.3649 | Val Acc: 31.44%
Epoch [110/200] | LR: 0.126535 | Train Loss: 7.2603 | Val Loss: 6.4669 | Val Acc: 26.81%
Epoch [111/200] | LR: 0.124211 | Train Loss: 7.7614 | Val Loss: 7.6220 | Val Acc: 28.47%
Epoch [112/200] | LR: 0.121893 | Train Loss: 6.8201 | Val Loss: 8.5495 | Val Acc: 22.09%
Epoch [113/200] | LR: 0.119582 | Train Loss: 7.3283 | Val Loss: 8.3042 | Val Acc: 29.97%
Epoch [114/200] | LR: 0.117279 | Train Loss: 6.9709 | Val Loss: 7.3188 | Val Acc: 25.50%
Epoch [115/200] | LR: 0.114983 | Train Loss: 6.5156 | Val Loss: 6.0744 | Val Acc: 30.01%
Epoch [116/200] | LR: 0.112697 | Train Loss: 6.5252 | Val Loss: 7.6563 | Val Acc: 27.27%
Epoch [117/200] | LR: 0.110419 | Train Loss: 6.5378 | Val Loss: 7.1053 | Val Acc: 28.09%
Epoch [118/200] | LR: 0.108151 | Train Loss: 6.1425 | Val Loss: 4.8365 | Val Acc: 27.57%
Epoch [119/200] | LR: 0.105894 | Train Loss: 6.0631 | Val Loss: 5.9350 | Val Acc: 28.38%
Epoch [120/200] | LR: 0.103647 | Train Loss: 5.7505 | Val Loss: 5.1690 | Val Acc: 26.34%
Epoch [121/200] | LR: 0.101412 | Train Loss: 5.8736 | Val Loss: 5.6999 | Val Acc: 32.10%
Epoch [122/200] | LR: 0.099189 | Train Loss: 5.5261 | Val Loss: 6.7006 | Val Acc: 26.10%
Epoch [123/200] | LR: 0.096979 | Train Loss: 5.4550 | Val Loss: 3.9047 | Val Acc: 31.29%
Epoch [124/200] | LR: 0.094781 | Train Loss: 5.3012 | Val Loss: 5.6838 | Val Acc: 28.84%
Epoch [125/200] | LR: 0.092597 | Train Loss: 5.8537 | Val Loss: 5.3258 | Val Acc: 30.99%
Epoch [126/200] | LR: 0.090428 | Train Loss: 4.9607 | Val Loss: 5.9292 | Val Acc: 31.26%
Epoch [127/200] | LR: 0.088273 | Train Loss: 5.1534 | Val Loss: 5.4237 | Val Acc: 27.22%
Epoch [128/200] | LR: 0.086133 | Train Loss: 5.2115 | Val Loss: 3.6828 | Val Acc: 30.08%
Epoch [129/200] | LR: 0.084009 | Train Loss: 4.8273 | Val Loss: 4.9850 | Val Acc: 25.53%
Epoch [130/200] | LR: 0.081901 | Train Loss: 5.0102 | Val Loss: 4.4642 | Val Acc: 28.31%
Epoch [131/200] | LR: 0.079811 | Train Loss: 4.8596 | Val Loss: 4.4668 | Val Acc: 30.42%
Epoch [132/200] | LR: 0.077737 | Train Loss: 4.8671 | Val Loss: 4.2671 | Val Acc: 32.37%
Epoch [133/200] | LR: 0.075681 | Train Loss: 4.3515 | Val Loss: 4.0278 | Val Acc: 30.86%
Epoch [134/200] | LR: 0.073644 | Train Loss: 4.4535 | Val Loss: 7.1159 | Val Acc: 28.65%
Epoch [135/200] | LR: 0.071625 | Train Loss: 4.5097 | Val Loss: 4.0273 | Val Acc: 30.35%
Epoch [136/200] | LR: 0.069626 | Train Loss: 4.1672 | Val Loss: 4.2211 | Val Acc: 30.68%
Epoch [137/200] | LR: 0.067647 | Train Loss: 4.0585 | Val Loss: 4.9549 | Val Acc: 25.25%
Epoch [138/200] | LR: 0.065687 | Train Loss: 4.2270 | Val Loss: 5.1686 | Val Acc: 25.11%
Epoch [139/200] | LR: 0.063749 | Train Loss: 3.9510 | Val Loss: 3.1016 | Val Acc: 30.97%
Epoch [140/200] | LR: 0.061832 | Train Loss: 3.8151 | Val Loss: 4.7702 | Val Acc: 27.19%
Epoch [141/200] | LR: 0.059937 | Train Loss: 3.6736 | Val Loss: 4.9827 | Val Acc: 28.30%
Epoch [142/200] | LR: 0.058064 | Train Loss: 3.9149 | Val Loss: 3.7794 | Val Acc: 30.38%
Epoch [143/200] | LR: 0.056214 | Train Loss: 3.6028 | Val Loss: 3.4928 | Val Acc: 27.97%
Epoch [144/200] | LR: 0.054386 | Train Loss: 3.6204 | Val Loss: 3.6437 | Val Acc: 29.77%
Epoch [145/200] | LR: 0.052583 | Train Loss: 3.4658 | Val Loss: 3.0989 | Val Acc: 31.19%
Epoch [146/200] | LR: 0.050803 | Train Loss: 3.2507 | Val Loss: 4.4653 | Val Acc: 30.73%
Epoch [147/200] | LR: 0.049048 | Train Loss: 3.2779 | Val Loss: 3.0265 | Val Acc: 32.97%
Epoch [148/200] | LR: 0.047318 | Train Loss: 3.1536 | Val Loss: 2.9077 | Val Acc: 29.53%
Epoch [149/200] | LR: 0.045613 | Train Loss: 2.9662 | Val Loss: 2.7177 | Val Acc: 32.40%
Epoch [150/200] | LR: 0.043934 | Train Loss: 3.0175 | Val Loss: 2.6131 | Val Acc: 31.00%
Epoch [151/200] | LR: 0.042281 | Train Loss: 3.0727 | Val Loss: 3.1003 | Val Acc: 31.60%
Epoch [152/200] | LR: 0.040655 | Train Loss: 2.8966 | Val Loss: 2.8928 | Val Acc: 31.75%
Epoch [153/200] | LR: 0.039055 | Train Loss: 2.7520 | Val Loss: 3.1447 | Val Acc: 32.60%
Epoch [154/200] | LR: 0.037483 | Train Loss: 2.8228 | Val Loss: 2.1234 | Val Acc: 34.91%
Epoch [155/200] | LR: 0.035939 | Train Loss: 2.6697 | Val Loss: 2.9097 | Val Acc: 28.56%
Epoch [156/200] | LR: 0.034423 | Train Loss: 2.6000 | Val Loss: 1.9443 | Val Acc: 38.89%
Epoch [157/200] | LR: 0.032935 | Train Loss: 2.5939 | Val Loss: 2.0951 | Val Acc: 34.57%
Epoch [158/200] | LR: 0.031477 | Train Loss: 2.5082 | Val Loss: 2.7375 | Val Acc: 33.02%
Epoch [159/200] | LR: 0.030047 | Train Loss: 2.4576 | Val Loss: 3.0392 | Val Acc: 31.74%
Epoch [160/200] | LR: 0.028647 | Train Loss: 2.5088 | Val Loss: 2.6131 | Val Acc: 33.95%
Epoch [161/200] | LR: 0.027278 | Train Loss: 2.3680 | Val Loss: 2.2550 | Val Acc: 35.82%
Epoch [162/200] | LR: 0.025938 | Train Loss: 2.2939 | Val Loss: 2.3705 | Val Acc: 33.84%
Epoch [163/200] | LR: 0.024629 | Train Loss: 2.2379 | Val Loss: 2.6678 | Val Acc: 33.22%
Epoch [164/200] | LR: 0.023351 | Train Loss: 2.2043 | Val Loss: 2.0975 | Val Acc: 35.13%
Epoch [165/200] | LR: 0.022104 | Train Loss: 2.1122 | Val Loss: 2.1427 | Val Acc: 36.17%
Epoch [166/200] | LR: 0.020889 | Train Loss: 2.1118 | Val Loss: 2.3049 | Val Acc: 36.06%
Epoch [167/200] | LR: 0.019705 | Train Loss: 2.1303 | Val Loss: 2.2161 | Val Acc: 35.06%
Epoch [168/200] | LR: 0.018554 | Train Loss: 2.0606 | Val Loss: 2.2347 | Val Acc: 35.68%
Epoch [169/200] | LR: 0.017435 | Train Loss: 2.0884 | Val Loss: 2.0541 | Val Acc: 35.16%
Epoch [170/200] | LR: 0.016349 | Train Loss: 2.0067 | Val Loss: 2.0797 | Val Acc: 36.91%
Epoch [171/200] | LR: 0.015296 | Train Loss: 1.9917 | Val Loss: 1.8876 | Val Acc: 36.77%
Epoch [172/200] | LR: 0.014276 | Train Loss: 1.9571 | Val Loss: 2.0548 | Val Acc: 33.40%
Epoch [173/200] | LR: 0.013290 | Train Loss: 1.9360 | Val Loss: 2.1063 | Val Acc: 35.93%
Epoch [174/200] | LR: 0.012337 | Train Loss: 1.9336 | Val Loss: 1.8530 | Val Acc: 37.15%
Epoch [175/200] | LR: 0.011418 | Train Loss: 1.8681 | Val Loss: 1.8597 | Val Acc: 38.07%
Epoch [176/200] | LR: 0.010534 | Train Loss: 1.8479 | Val Loss: 2.0397 | Val Acc: 35.93%
Epoch [177/200] | LR: 0.009683 | Train Loss: 1.8619 | Val Loss: 1.7334 | Val Acc: 39.81%
Epoch [178/200] | LR: 0.008868 | Train Loss: 1.8373 | Val Loss: 1.9290 | Val Acc: 37.67%
Epoch [179/200] | LR: 0.008087 | Train Loss: 1.8165 | Val Loss: 1.8759 | Val Acc: 37.99%
Epoch [180/200] | LR: 0.007342 | Train Loss: 1.8284 | Val Loss: 1.8443 | Val Acc: 38.58%
Epoch [181/200] | LR: 0.006631 | Train Loss: 1.8262 | Val Loss: 1.7680 | Val Acc: 38.86%
Epoch [182/200] | LR: 0.005956 | Train Loss: 1.7783 | Val Loss: 1.7475 | Val Acc: 40.10%
Epoch [183/200] | LR: 0.005316 | Train Loss: 1.7752 | Val Loss: 1.7423 | Val Acc: 39.17%
Epoch [184/200] | LR: 0.004713 | Train Loss: 1.7824 | Val Loss: 1.8137 | Val Acc: 39.06%
Epoch [185/200] | LR: 0.004145 | Train Loss: 1.7776 | Val Loss: 1.7168 | Val Acc: 39.66%
Epoch [186/200] | LR: 0.003612 | Train Loss: 1.7376 | Val Loss: 1.6859 | Val Acc: 40.30%
Epoch [187/200] | LR: 0.003117 | Train Loss: 1.7404 | Val Loss: 1.6958 | Val Acc: 40.13%
Epoch [188/200] | LR: 0.002657 | Train Loss: 1.7415 | Val Loss: 1.6581 | Val Acc: 40.81%
Epoch [189/200] | LR: 0.002234 | Train Loss: 1.7298 | Val Loss: 1.6628 | Val Acc: 41.02%
Epoch [190/200] | LR: 0.001847 | Train Loss: 1.7350 | Val Loss: 1.6425 | Val Acc: 41.38%
Epoch [191/200] | LR: 0.001496 | Train Loss: 1.7151 | Val Loss: 1.6503 | Val Acc: 41.41%
Epoch [192/200] | LR: 0.001183 | Train Loss: 1.7123 | Val Loss: 1.6347 | Val Acc: 41.67%
Epoch [193/200] | LR: 0.000906 | Train Loss: 1.7139 | Val Loss: 1.6358 | Val Acc: 41.64%
Epoch [194/200] | LR: 0.000666 | Train Loss: 1.7123 | Val Loss: 1.6376 | Val Acc: 41.71%
Epoch [195/200] | LR: 0.000462 | Train Loss: 1.7035 | Val Loss: 1.6334 | Val Acc: 41.80%
Epoch [196/200] | LR: 0.000296 | Train Loss: 1.7020 | Val Loss: 1.6316 | Val Acc: 41.91%
Epoch [197/200] | LR: 0.000167 | Train Loss: 1.7023 | Val Loss: 1.6291 | Val Acc: 42.06%
Epoch [198/200] | LR: 0.000074 | Train Loss: 1.7003 | Val Loss: 1.6287 | Val Acc: 42.07%
Epoch [199/200] | LR: 0.000019 | Train Loss: 1.6987 | Val Loss: 1.6288 | Val Acc: 42.07%
Epoch [200/200] | LR: 0.000000 | Train Loss: 1.6991 | Val Loss: 1.6280 | Val Acc: 42.14%

============================================================
Training Complete!
============================================================
Best Validation Accuracy:  42.14%
Final Validation Metrics:
Traceback (most recent call last):
  File "/mnt/disk4/baodq/Self-Supervised-Learning-comparisons/train_lightly/model/downstream_projector.py", line 242, in <module>
    print(f"  {k}: {v:. 4f}")
ValueError: Format specifier missing precision
