Starting linear evaluation...
Epoch [  1/300] | LR: 0.099997 | Train Loss: 3.5925 | Val Loss: 3.2139 | Val Acc: 28.21%
Epoch [ 71/300] | LR: 0.086805 | Train Loss: 2.8912 | Val Loss: 2.9657 | Val Acc: 30.50%
Epoch [ 72/300] | LR: 0.086448 | Train Loss: 2.6000 | Val Loss: 2.8923 | Val Acc: 25.54%
Epoch [ 73/300] | LR: 0.086088 | Train Loss: 2.6230 | Val Loss: 2.6809 | Val Acc: 29.84%
Epoch [ 74/300] | LR: 0.085724 | Train Loss: 2.7521 | Val Loss: 2.8089 | Val Acc: 28.05%
Epoch [ 75/300] | LR: 0.085355 | Train Loss: 2.7060 | Val Loss: 2.6221 | Val Acc: 33.46%
Epoch [ 76/300] | LR: 0.084983 | Train Loss: 2.7407 | Val Loss: 3.4299 | Val Acc: 29.10%
Epoch [ 77/300] | LR: 0.084607 | Train Loss: 2.5657 | Val Loss: 2.5542 | Val Acc: 31.82%
Epoch [ 78/300] | LR: 0.084227 | Train Loss: 2.7685 | Val Loss: 2.6434 | Val Acc: 30.30%
Epoch [ 79/300] | LR: 0.083844 | Train Loss: 2.5736 | Val Loss: 2.5170 | Val Acc: 32.05%
Epoch [ 80/300] | LR: 0.083457 | Train Loss: 2.4534 | Val Loss: 2.7191 | Val Acc: 32.29%
Epoch [ 81/300] | LR: 0.083066 | Train Loss: 2.8028 | Val Loss: 2.9324 | Val Acc: 32.25%
Epoch [ 82/300] | LR: 0.082671 | Train Loss: 2.6787 | Val Loss: 2.6828 | Val Acc: 30.13%
Epoch [ 83/300] | LR: 0.082273 | Train Loss: 2.6475 | Val Loss: 2.6596 | Val Acc: 30.85%
Epoch [ 84/300] | LR: 0.081871 | Train Loss: 2.6873 | Val Loss: 2.5820 | Val Acc: 30.62%
Epoch [ 85/300] | LR: 0.081466 | Train Loss: 2.7254 | Val Loss: 2.7139 | Val Acc: 33.21%
Epoch [ 86/300] | LR: 0.081057 | Train Loss: 2.6143 | Val Loss: 2.4474 | Val Acc: 31.42%
Epoch [ 87/300] | LR: 0.080645 | Train Loss: 2.5998 | Val Loss: 3.0403 | Val Acc: 31.04%
Epoch [ 88/300] | LR: 0.080230 | Train Loss: 2.6615 | Val Loss: 3.1381 | Val Acc: 29.22%
Epoch [ 89/300] | LR: 0.079811 | Train Loss: 2.6247 | Val Loss: 2.7466 | Val Acc: 30.18%
Epoch [ 90/300] | LR: 0.079389 | Train Loss: 2.5004 | Val Loss: 2.9195 | Val Acc: 24.38%
Epoch [ 91/300] | LR: 0.078964 | Train Loss: 2.5649 | Val Loss: 3.2451 | Val Acc: 26.89%
Epoch [ 92/300] | LR: 0.078536 | Train Loss: 2.4523 | Val Loss: 2.9010 | Val Acc: 26.51%
Epoch [ 93/300] | LR: 0.078104 | Train Loss: 2.5381 | Val Loss: 3.0292 | Val Acc: 31.57%
Epoch [ 94/300] | LR: 0.077670 | Train Loss: 2.4367 | Val Loss: 2.7926 | Val Acc: 26.99%
Epoch [ 95/300] | LR: 0.077232 | Train Loss: 2.4900 | Val Loss: 3.4235 | Val Acc: 25.24%
Epoch [ 96/300] | LR: 0.076791 | Train Loss: 2.5005 | Val Loss: 3.2968 | Val Acc: 28.55%
Epoch [ 97/300] | LR: 0.076348 | Train Loss: 2.4121 | Val Loss: 2.5808 | Val Acc: 30.61%
Epoch [ 98/300] | LR: 0.075901 | Train Loss: 2.5016 | Val Loss: 3.0737 | Val Acc: 29.25%
Epoch [ 99/300] | LR: 0.075452 | Train Loss: 2.5454 | Val Loss: 2.8265 | Val Acc: 27.24%
Epoch [100/300] | LR: 0.075000 | Train Loss: 2.4791 | Val Loss: 2.8871 | Val Acc: 30.14%
Epoch [101/300] | LR: 0.074545 | Train Loss: 2.5320 | Val Loss: 2.9621 | Val Acc: 27.70%
Epoch [102/300] | LR: 0.074088 | Train Loss: 2.4809 | Val Loss: 2.8184 | Val Acc: 29.21%
Epoch [103/300] | LR: 0.073628 | Train Loss: 2.4570 | Val Loss: 2.2794 | Val Acc: 32.57%
Epoch [104/300] | LR: 0.073165 | Train Loss: 2.3747 | Val Loss: 2.3160 | Val Acc: 33.55%
Epoch [105/300] | LR: 0.072700 | Train Loss: 2.4673 | Val Loss: 2.7682 | Val Acc: 29.33%
Epoch [106/300] | LR: 0.072232 | Train Loss: 2.4117 | Val Loss: 2.7004 | Val Acc: 31.70%
Epoch [107/300] | LR: 0.071762 | Train Loss: 2.3820 | Val Loss: 2.5734 | Val Acc: 29.74%
Epoch [108/300] | LR: 0.071289 | Train Loss: 2.3532 | Val Loss: 2.4573 | Val Acc: 33.50%
Epoch [109/300] | LR: 0.070814 | Train Loss: 2.3487 | Val Loss: 2.1835 | Val Acc: 32.77%
Epoch [110/300] | LR: 0.070337 | Train Loss: 2.4056 | Val Loss: 3.0026 | Val Acc: 31.97%
Epoch [111/300] | LR: 0.069857 | Train Loss: 2.3429 | Val Loss: 2.1824 | Val Acc: 32.69%
Epoch [112/300] | LR: 0.069376 | Train Loss: 2.3071 | Val Loss: 2.5990 | Val Acc: 28.89%
Epoch [113/300] | LR: 0.068892 | Train Loss: 2.4231 | Val Loss: 2.6352 | Val Acc: 30.47%
Epoch [114/300] | LR: 0.068406 | Train Loss: 2.3420 | Val Loss: 2.6009 | Val Acc: 27.22%
Epoch [115/300] | LR: 0.067918 | Train Loss: 2.4008 | Val Loss: 2.2745 | Val Acc: 34.57%
Epoch [116/300] | LR: 0.067429 | Train Loss: 2.3020 | Val Loss: 3.3093 | Val Acc: 27.32%
Epoch [117/300] | LR: 0.066937 | Train Loss: 2.3918 | Val Loss: 2.5378 | Val Acc: 32.29%
Epoch [118/300] | LR: 0.066443 | Train Loss: 2.4118 | Val Loss: 2.7001 | Val Acc: 29.18%
Epoch [119/300] | LR: 0.065948 | Train Loss: 2.3548 | Val Loss: 2.2955 | Val Acc: 31.59%
Epoch [120/300] | LR: 0.065451 | Train Loss: 2.3758 | Val Loss: 2.3940 | Val Acc: 32.45%
Epoch [121/300] | LR: 0.064952 | Train Loss: 2.3441 | Val Loss: 2.4457 | Val Acc: 33.31%
Epoch [122/300] | LR: 0.064452 | Train Loss: 2.3632 | Val Loss: 2.7674 | Val Acc: 25.73%
Epoch [123/300] | LR: 0.063950 | Train Loss: 2.3330 | Val Loss: 2.5376 | Val Acc: 29.20%
Epoch [124/300] | LR: 0.063446 | Train Loss: 2.3331 | Val Loss: 2.3096 | Val Acc: 30.55%
Epoch [125/300] | LR: 0.062941 | Train Loss: 2.3207 | Val Loss: 2.5604 | Val Acc: 31.07%
Epoch [126/300] | LR: 0.062434 | Train Loss: 2.2789 | Val Loss: 2.6030 | Val Acc: 33.15%
Epoch [127/300] | LR: 0.061927 | Train Loss: 2.2510 | Val Loss: 2.3748 | Val Acc: 31.68%
Epoch [128/300] | LR: 0.061418 | Train Loss: 2.2816 | Val Loss: 2.3558 | Val Acc: 31.60%
Epoch [129/300] | LR: 0.060907 | Train Loss: 2.1981 | Val Loss: 2.2198 | Val Acc: 34.65%
Epoch [130/300] | LR: 0.060396 | Train Loss: 2.3270 | Val Loss: 2.2693 | Val Acc: 34.64%
Epoch [131/300] | LR: 0.059883 | Train Loss: 2.1865 | Val Loss: 2.2913 | Val Acc: 29.36%
Epoch [132/300] | LR: 0.059369 | Train Loss: 2.2041 | Val Loss: 2.2235 | Val Acc: 33.23%
Epoch [133/300] | LR: 0.058854 | Train Loss: 2.2475 | Val Loss: 2.5315 | Val Acc: 31.17%
Epoch [134/300] | LR: 0.058338 | Train Loss: 2.2951 | Val Loss: 2.3802 | Val Acc: 31.36%
Epoch [135/300] | LR: 0.057822 | Train Loss: 2.2020 | Val Loss: 2.3329 | Val Acc: 30.13%
Epoch [136/300] | LR: 0.057304 | Train Loss: 2.1361 | Val Loss: 2.2949 | Val Acc: 30.56%
Epoch [137/300] | LR: 0.056786 | Train Loss: 2.2410 | Val Loss: 2.7782 | Val Acc: 27.81%
Epoch [138/300] | LR: 0.056267 | Train Loss: 2.3079 | Val Loss: 2.4525 | Val Acc: 27.98%
Epoch [139/300] | LR: 0.055747 | Train Loss: 2.1702 | Val Loss: 2.3923 | Val Acc: 31.27%
Epoch [140/300] | LR: 0.055226 | Train Loss: 2.1301 | Val Loss: 2.6426 | Val Acc: 30.61%
Epoch [141/300] | LR: 0.054705 | Train Loss: 2.1881 | Val Loss: 2.1339 | Val Acc: 32.72%
Epoch [142/300] | LR: 0.054184 | Train Loss: 2.1638 | Val Loss: 2.3146 | Val Acc: 33.78%
Epoch [143/300] | LR: 0.053662 | Train Loss: 2.1166 | Val Loss: 2.8116 | Val Acc: 31.85%
Epoch [144/300] | LR: 0.053140 | Train Loss: 2.1752 | Val Loss: 2.1920 | Val Acc: 33.52%
Epoch [145/300] | LR: 0.052617 | Train Loss: 2.1225 | Val Loss: 2.1183 | Val Acc: 32.45%
Epoch [146/300] | LR: 0.052094 | Train Loss: 2.1126 | Val Loss: 1.9977 | Val Acc: 31.68%
Epoch [147/300] | LR: 0.051571 | Train Loss: 2.1118 | Val Loss: 2.0046 | Val Acc: 34.10%
Epoch [148/300] | LR: 0.051047 | Train Loss: 2.0475 | Val Loss: 2.3844 | Val Acc: 27.45%
Epoch [149/300] | LR: 0.050524 | Train Loss: 2.1252 | Val Loss: 2.2585 | Val Acc: 27.58%
Epoch [150/300] | LR: 0.050000 | Train Loss: 2.1757 | Val Loss: 2.0689 | Val Acc: 35.19%
Epoch [151/300] | LR: 0.049476 | Train Loss: 2.1235 | Val Loss: 2.1941 | Val Acc: 33.69%
Epoch [152/300] | LR: 0.048953 | Train Loss: 2.0534 | Val Loss: 2.4373 | Val Acc: 30.43%
Epoch [153/300] | LR: 0.048429 | Train Loss: 2.0803 | Val Loss: 2.2710 | Val Acc: 32.29%
Epoch [154/300] | LR: 0.047906 | Train Loss: 2.0460 | Val Loss: 1.9737 | Val Acc: 35.00%
Epoch [155/300] | LR: 0.047383 | Train Loss: 2.1033 | Val Loss: 1.9777 | Val Acc: 34.13%
Epoch [156/300] | LR: 0.046860 | Train Loss: 2.1037 | Val Loss: 2.0906 | Val Acc: 33.08%
Epoch [157/300] | LR: 0.046338 | Train Loss: 2.0708 | Val Loss: 2.0716 | Val Acc: 32.65%
Epoch [158/300] | LR: 0.045816 | Train Loss: 2.0215 | Val Loss: 1.9168 | Val Acc: 36.88%
Epoch [159/300] | LR: 0.045295 | Train Loss: 2.0555 | Val Loss: 2.1365 | Val Acc: 34.00%
Epoch [160/300] | LR: 0.044774 | Train Loss: 2.0151 | Val Loss: 2.3631 | Val Acc: 33.05%
Epoch [161/300] | LR: 0.044253 | Train Loss: 2.0686 | Val Loss: 1.9778 | Val Acc: 34.93%
Epoch [162/300] | LR: 0.043733 | Train Loss: 2.0442 | Val Loss: 1.9943 | Val Acc: 34.67%
Epoch [163/300] | LR: 0.043214 | Train Loss: 1.9616 | Val Loss: 2.0525 | Val Acc: 31.78%
Epoch [164/300] | LR: 0.042696 | Train Loss: 2.0597 | Val Loss: 1.8699 | Val Acc: 37.29%
Epoch [165/300] | LR: 0.042178 | Train Loss: 1.9697 | Val Loss: 2.0080 | Val Acc: 35.27%
Epoch [166/300] | LR: 0.041662 | Train Loss: 2.0566 | Val Loss: 1.9615 | Val Acc: 34.77%
Epoch [167/300] | LR: 0.041146 | Train Loss: 2.0000 | Val Loss: 1.9927 | Val Acc: 30.72%
Epoch [168/300] | LR: 0.040631 | Train Loss: 1.9847 | Val Loss: 2.2175 | Val Acc: 32.12%
Epoch [169/300] | LR: 0.040117 | Train Loss: 1.9976 | Val Loss: 2.0429 | Val Acc: 35.92%
Epoch [170/300] | LR: 0.039604 | Train Loss: 2.0172 | Val Loss: 1.9857 | Val Acc: 33.10%
Epoch [171/300] | LR: 0.039093 | Train Loss: 1.9753 | Val Loss: 1.9766 | Val Acc: 34.41%
Epoch [172/300] | LR: 0.038582 | Train Loss: 1.9714 | Val Loss: 2.3506 | Val Acc: 34.29%
Epoch [173/300] | LR: 0.038073 | Train Loss: 1.9703 | Val Loss: 2.0121 | Val Acc: 32.08%
Epoch [174/300] | LR: 0.037566 | Train Loss: 1.9517 | Val Loss: 1.9716 | Val Acc: 33.42%
Epoch [175/300] | LR: 0.037059 | Train Loss: 2.0055 | Val Loss: 1.8850 | Val Acc: 36.90%
Epoch [176/300] | LR: 0.036554 | Train Loss: 1.9371 | Val Loss: 1.8632 | Val Acc: 36.16%
Epoch [177/300] | LR: 0.036050 | Train Loss: 1.9159 | Val Loss: 1.9120 | Val Acc: 35.00%
Epoch [178/300] | LR: 0.035548 | Train Loss: 1.9123 | Val Loss: 2.0450 | Val Acc: 33.43%
Epoch [179/300] | LR: 0.035048 | Train Loss: 1.9320 | Val Loss: 2.0915 | Val Acc: 32.81%
Epoch [180/300] | LR: 0.034549 | Train Loss: 1.8956 | Val Loss: 1.9268 | Val Acc: 33.66%
Epoch [181/300] | LR: 0.034052 | Train Loss: 1.9260 | Val Loss: 1.9737 | Val Acc: 34.35%
Epoch [182/300] | LR: 0.033557 | Train Loss: 1.9497 | Val Loss: 2.0742 | Val Acc: 35.59%
Epoch [183/300] | LR: 0.033063 | Train Loss: 1.9127 | Val Loss: 1.8519 | Val Acc: 34.55%
Epoch [184/300] | LR: 0.032571 | Train Loss: 1.9072 | Val Loss: 1.8693 | Val Acc: 35.81%
Epoch [185/300] | LR: 0.032082 | Train Loss: 1.9138 | Val Loss: 1.8206 | Val Acc: 35.79%
Epoch [186/300] | LR: 0.031594 | Train Loss: 1.8971 | Val Loss: 1.9035 | Val Acc: 35.51%
Epoch [187/300] | LR: 0.031108 | Train Loss: 1.8842 | Val Loss: 1.9605 | Val Acc: 35.82%
Epoch [188/300] | LR: 0.030624 | Train Loss: 1.8821 | Val Loss: 1.8067 | Val Acc: 37.44%
Epoch [189/300] | LR: 0.030143 | Train Loss: 1.8876 | Val Loss: 1.8866 | Val Acc: 37.96%
Epoch [190/300] | LR: 0.029663 | Train Loss: 1.8603 | Val Loss: 1.9700 | Val Acc: 34.12%
Epoch [191/300] | LR: 0.029186 | Train Loss: 1.8889 | Val Loss: 1.8663 | Val Acc: 36.93%
Epoch [192/300] | LR: 0.028711 | Train Loss: 1.8692 | Val Loss: 1.8345 | Val Acc: 35.04%
Epoch [193/300] | LR: 0.028238 | Train Loss: 1.9042 | Val Loss: 1.9081 | Val Acc: 36.89%
Epoch [194/300] | LR: 0.027768 | Train Loss: 1.8732 | Val Loss: 1.7850 | Val Acc: 38.32%
Epoch [195/300] | LR: 0.027300 | Train Loss: 1.8781 | Val Loss: 1.8520 | Val Acc: 36.83%
Epoch [196/300] | LR: 0.026835 | Train Loss: 1.8694 | Val Loss: 1.8499 | Val Acc: 34.00%
Epoch [197/300] | LR: 0.026372 | Train Loss: 1.8644 | Val Loss: 1.9375 | Val Acc: 35.27%
Epoch [198/300] | LR: 0.025912 | Train Loss: 1.8442 | Val Loss: 1.9013 | Val Acc: 35.30%
Epoch [199/300] | LR: 0.025455 | Train Loss: 1.8293 | Val Loss: 2.0638 | Val Acc: 33.78%
Epoch [200/300] | LR: 0.025000 | Train Loss: 1.8505 | Val Loss: 1.7999 | Val Acc: 35.91%
Epoch [201/300] | LR: 0.024548 | Train Loss: 1.8411 | Val Loss: 2.0694 | Val Acc: 34.58%
Epoch [202/300] | LR: 0.024099 | Train Loss: 1.8284 | Val Loss: 1.7971 | Val Acc: 36.78%
Epoch [203/300] | LR: 0.023652 | Train Loss: 1.8428 | Val Loss: 1.8479 | Val Acc: 37.59%
Epoch [204/300] | LR: 0.023209 | Train Loss: 1.8265 | Val Loss: 1.7748 | Val Acc: 38.35%
Epoch [205/300] | LR: 0.022768 | Train Loss: 1.8317 | Val Loss: 1.8713 | Val Acc: 35.45%
Epoch [206/300] | LR: 0.022330 | Train Loss: 1.8387 | Val Loss: 1.7778 | Val Acc: 36.83%
Epoch [207/300] | LR: 0.021896 | Train Loss: 1.8186 | Val Loss: 1.7751 | Val Acc: 38.31%
Epoch [208/300] | LR: 0.021464 | Train Loss: 1.8438 | Val Loss: 1.8532 | Val Acc: 34.64%
Epoch [209/300] | LR: 0.021036 | Train Loss: 1.8522 | Val Loss: 1.8870 | Val Acc: 36.91%
Epoch [210/300] | LR: 0.020611 | Train Loss: 1.8204 | Val Loss: 1.7917 | Val Acc: 37.32%
Epoch [211/300] | LR: 0.020189 | Train Loss: 1.8005 | Val Loss: 1.7924 | Val Acc: 37.90%
Epoch [212/300] | LR: 0.019770 | Train Loss: 1.8054 | Val Loss: 1.8104 | Val Acc: 38.30%
Epoch [213/300] | LR: 0.019355 | Train Loss: 1.8026 | Val Loss: 1.8434 | Val Acc: 37.20%
Epoch [214/300] | LR: 0.018943 | Train Loss: 1.8177 | Val Loss: 1.7646 | Val Acc: 36.99%
Epoch [215/300] | LR: 0.018534 | Train Loss: 1.8055 | Val Loss: 1.7897 | Val Acc: 36.20%
Epoch [216/300] | LR: 0.018129 | Train Loss: 1.8013 | Val Loss: 1.7752 | Val Acc: 37.11%
Epoch [217/300] | LR: 0.017727 | Train Loss: 1.8127 | Val Loss: 1.7683 | Val Acc: 37.80%
Epoch [218/300] | LR: 0.017329 | Train Loss: 1.7754 | Val Loss: 1.7517 | Val Acc: 37.21%
Epoch [219/300] | LR: 0.016934 | Train Loss: 1.7770 | Val Loss: 1.8233 | Val Acc: 37.61%
Epoch [220/300] | LR: 0.016543 | Train Loss: 1.7811 | Val Loss: 1.8180 | Val Acc: 36.99%
Epoch [221/300] | LR: 0.016156 | Train Loss: 1.7862 | Val Loss: 1.8183 | Val Acc: 36.25%
Epoch [222/300] | LR: 0.015773 | Train Loss: 1.7731 | Val Loss: 1.7340 | Val Acc: 38.51%
Epoch [223/300] | LR: 0.015393 | Train Loss: 1.7906 | Val Loss: 1.7754 | Val Acc: 37.56%
Epoch [224/300] | LR: 0.015017 | Train Loss: 1.7691 | Val Loss: 1.7478 | Val Acc: 38.46%
Epoch [225/300] | LR: 0.014645 | Train Loss: 1.7715 | Val Loss: 1.7995 | Val Acc: 35.43%
Epoch [226/300] | LR: 0.014276 | Train Loss: 1.7650 | Val Loss: 1.7452 | Val Acc: 38.06%
Epoch [227/300] | LR: 0.013912 | Train Loss: 1.7631 | Val Loss: 1.8447 | Val Acc: 37.08%
Epoch [228/300] | LR: 0.013552 | Train Loss: 1.7625 | Val Loss: 1.7407 | Val Acc: 38.52%
Epoch [229/300] | LR: 0.013195 | Train Loss: 1.7650 | Val Loss: 1.7239 | Val Acc: 37.62%
Epoch [230/300] | LR: 0.012843 | Train Loss: 1.7517 | Val Loss: 1.7460 | Val Acc: 38.68%
Epoch [231/300] | LR: 0.012494 | Train Loss: 1.7552 | Val Loss: 1.7499 | Val Acc: 37.84%
Epoch [232/300] | LR: 0.012150 | Train Loss: 1.7524 | Val Loss: 1.7911 | Val Acc: 37.45%
Epoch [233/300] | LR: 0.011810 | Train Loss: 1.7567 | Val Loss: 1.7969 | Val Acc: 36.05%
Epoch [234/300] | LR: 0.011474 | Train Loss: 1.7556 | Val Loss: 1.7631 | Val Acc: 38.66%
Epoch [235/300] | LR: 0.011143 | Train Loss: 1.7466 | Val Loss: 1.7950 | Val Acc: 36.32%
Epoch [236/300] | LR: 0.010815 | Train Loss: 1.7447 | Val Loss: 1.7066 | Val Acc: 39.07%
